PROPLU,Clean Brand,PRONAME,Total Cost 6M,Total Qty 6M,Total Revenue 6M,Selling Price,FC Pct 6M
32,YP,Pan Soho Solo-1,938.0519729406401,1222,753.75,0.6168166939443536,124.45%
150,YP,Pan Spicy Chipotle Bacon Solo 1,637.30905679916,784,401.25,0.5117984693877551,158.83%
245,YP,Pan Spicy Honey Pepperoni Solo 1,1086.7402016525966,1625,888.75,0.546923076923077,122.28%
2000268,YP,Pan Truffle Mushroom,671.1028284871302,985,1672.5,1.6979695431472082,40.13%
34,YP,Pan Veggie Solo-1,977.4663665589629,1641,821.25,0.5004570383912249,119.02%
2151028,YP,Pepperoni Cheezy Crust,310.79937609999996,256,1165.6500000000003,4.553320312500001,26.66%
2151046,YP,Pepperoni Cheezy Crust 17,1323.99792414,883,1058.75,1.1990373725934316,125.05%
1001928,YP,Pepperoni Garlic Bread,1094.8041208956,4768,6913.600000000001,1.4500000000000002,15.84%
1521,YP,Pepperoni Garlic Bread One for All,190.3891789916,941,1362.9999999999998,1.4484590860786395,13.97%
1001118,YP,Pepperoni Garlic Bread-1,48.42698264408,211,305.94999999999993,1.4499999999999997,15.83%
1001056,YP,Pepperoni slice,168.3167095080184,842,1052.5,1.25,15.99%
19,YP,PEPSI CAN Solo-1,1857.0022388500001,22666,5756.799999999999,0.2539839407041383,32.26%
1004001,YP,PEPSI CAN Yelo,4032.41765929,48939,14318.300000000001,0.2925744293916917,28.16%
1004003,YP,PEPSI DIET CAN,1613.4102558100003,19611,8282.75,0.4223522512875427,19.48%
20,YP,PEPSI DIET CAN Solo-1,1104.34826276,13822,3399.8999999999996,0.24597742728982777,32.48%
21,YP,PEPSI ZERO Solo-1,578.8387389399999,7037,1435.35,0.2039718630098053,40.33%
1004017,YP,PEPSI ZERO Yelo,1333.0564315500003,16198,3504.3499999999995,0.216344610445734,38.04%
2000025,YP,Peri Peri Ranch Chicken Pizza(dummy),0,18608,3570.8,0.19189595872742907,0.00%
2000028,YP,Pesto Pizza (Thin - Pan - NY)Dummy,0,8359,1031.3,0.12337600191410455,0.00%
1003010,YP,Pesto Ranch,1399.4289656833334,6312,819,0.12975285171102663,170.87%
1002022,YP,Pesto Ranch Sauce-1,205.44524392,2339,701.7000000000002,0.30000000000000004,29.28%
1002019,YP,Pesto Ranch(Dummy),0,7140,1103.3,0.1545238095238095,0.00%
6004044,YP,Pink Pasta - For One for all Combo,302.75313890999996,828,2442.6,2.9499999999999997,12.39%
2163020,YP,Pink Pasta (Full Portion),1317.60932511308,3786,9465,2.5,13.92%
1001061,YP,Pizza Margarita (11 Inch),3813.18501648,9122,16294.476,1.7862832712124534,23.40%
1001017,YP,Pizza Margarita CMM COOP (PA),3719.08930407,7385,16466.676,2.229746242383209,22.59%
1001009,YP,Pizza Margarita Slice FP,20.26498927,147,147,1,13.79%
1001064,YP,Pizza Mexican (11 inch),356.1009978,428,1155.892,2.7006822429906543,30.81%
1001062,YP,Pizza Pepperoni (11 inch),4348.50210398,7096,15919.168,2.243400225479143,27.32%
1001018,YP,Pizza Peppronie CMM COOP (PA),4888.42291353,6437,17324.706000000002,2.691425508777381,28.22%
1001063,YP,Pizza Spinach (11 inch),103.14401346,210,473.788,2.2561333333333335,21.77%
2000179,YP,Ramadan Feast ( Dummy ),0,1371,13024.5,9.5,0.00%
2000186,YP,Ramadan Solo Meal,0,2249,8433.75,3.75,0.00%
2000087,YP,Ranch Supreme(Dummy),0,10849,3700.1499999999996,0.34105908378652405,0.00%
1003002,YP,Regular Cool Ranch,2431.6342671352727,44603,13380.900000000001,0.30000000000000004,18.17%
1003007,YP,Regular Pesto Ranch,551.1006757700001,6380,1914.0000000000005,0.30000000000000004,28.79%
325,YP,SHANI CAN G-5,0.08242433,1,13,13,0.63%
22,YP,SHANI CAN Solo-1,377.64133856000007,4588,842.4499999999999,0.18362031386224933,44.83%
1004011,YP,SHANI CAN Yelo,840.2634984399999,10230,2015.65,0.1970332355816227,41.69%
1002972,YP,Skinny Ranch,3821.380091836,12961,7191.4,0.554849162873235,53.14%
1001094,YP,Small 150g Baked Wedges,1347.1198387369998,11725,11138.749999999996,0.9499999999999997,12.09%
1653,YP,Small NY Margarita,1230.710930538725,7696,9669,1.2563669438669438,12.73%
1654,YP,Small NY Pepperoni,1951.6160113375201,9841,7110,0.7224875520780408,27.45%
1655,YP,Small Pan Pepperoni,2870.410527430279,15267,7305,0.47848300255452936,39.29%
2000029,YP,Soho Pizza (Thin - Pan - NY)Dummy,0,23942,4132.400000000001,0.17260045109013453,0.00%
35,YP,Solo 1 - Good for 1,0,15213,60091.350000000006,3.95,0.00%
1005049,YP,Solo 1 - Good for 1.,0,28893,114127.35,3.95,0.00%
251,YP,Solo 2 - Good for 1-2,0,5892,27397.8,4.6499999999999995,0.00%
1005050,YP,Solo 2 - Good for 1-2.,0,7767,36116.55,4.65,0.00%
651,YP,Solo 4 - Good for 1,0,3600,16200,4.5,0.00%
1005051,YP,Solo 4 - Good for 1.,0,7366,33147,4.5,0.00%
2000023,YP,Spicy Chipotle Bacon Pizza(dummy),0,7921,1270.8,0.16043428859992426,0.00%
1005053,YP,Spicy Crispy Chicken.,0,9161,1791.3500000000001,0.19554087981661392,0.00%
1005054,YP,Spicy Honey Pepperoni Pizza.,0,27071,6172.599999999999,0.22801521923829926,0.00%
1003008,YP,Spicy Ranch,3980.2221934800004,20826,11394.000000000002,0.5471045808124461,34.93%
1002032,YP,Spicy Ranch Drizzling for NY Large,1.4813663382,44,13.200000000000003,0.30000000000000004,11.22%
1002033,YP,Spicy Ranch Drizzling for NY medium,3.8517964768000006,172,34.9,0.20290697674418604,11.04%
1003003,YP,Spicy Ranch Sauce,1351.212259226,23037,6911.099999999999,0.3,19.55%
1002024,YP,Spicy Ranch Sauce-1,564.9384936610002,9560,2868,0.3,19.70%
2005052,YP,Spicy Ranch Veggie Pizza (Dummy),0,1158,2316,2,0.00%
1005034,YP,Supreme (Everything).,0,20660,7271.95,0.3519820909970958,0.00%
2000011,YP,Thin Crust Medium (New) 8,1228.0271587727084,1416,2568.75,1.8140889830508475,47.81%
2000144,YP,Thin Crust Medium (New) 9,2278.8347061709396,3239,4710,1.4541525162087063,48.38%
1901005,YP,Thin Crust Medium (New) Classic Crispy Chicken,1807.6538400722666,2932,5816.25,1.9837141882673943,31.08%
2000019,YP,Thin Crust Medium (New) Peri Peri Ranch Chicken Pi,2369.78087319958,2901,5118.75,1.764477766287487,46.30%
1907086,YP,Thin Crust Medium (New) Spicy Crispy Chicken,1073.120275110383,1674,2955,1.7652329749103943,36.32%
2000015,YP,Thin Crust Medium (New) Spicy Honey Pepperoni Pizz,4635.671269470517,6571,10462.5,1.5922234058742961,44.31%
1000743,YP,Thin Crust Medium Buffalo Chicken,3762.4818516953587,5701,10770,1.8891422557446063,34.93%
39,YP,Thin Crust Medium Buffalo Chicken Solo-1,1344.8386854843548,2166,3963.75,1.8299861495844876,33.93%
81,YP,Thin Crust Medium Classic Crispy Chicken Solo 1,765.4617397184,1279,2501.25,1.955629397967162,30.60%
1000738,YP,Thin Crust Medium Classic Pepperoni,6875.889879971617,10927,16125,1.47570238857875,42.64%
1000741,YP,Thin Crust Medium Everything,3006.490447273105,3998,7421.25,1.8562406203101551,40.51%
40,YP,Thin Crust Medium Everything Solo-1,992.6792752116999,1429,2238.75,1.5666550034989504,44.34%
1000745,YP,Thin Crust Medium Margharita,6965.284989823033,13289,21889,1.647151779667394,31.82%
41,YP,Thin Crust Medium Margharita Solo-1,2670.2093763043495,5379,8039.5,1.4946086633203197,33.21%
1000740,YP,Thin Crust Medium Meat Lovers,1415.5104886522035,1923,2403.75,1.25,58.89%
42,YP,Thin Crust Medium Meat Lovers Solo-1,383.96778946866004,544,787.5,1.447610294117647,48.76%
375,YP,Thin Crust Medium Pepperoni G-6,2632.7974126487998,4325,6228.75,1.4401734104046242,42.27%
1000744,YP,Thin Crust Medium Pesto,879.90509601648,1465,2201.25,1.5025597269624573,39.97%
376,YP,Thin Crust Medium Pesto G-6,353.49926328999993,602,926.25,1.5386212624584719,38.16%
1000742,YP,Thin Crust Medium Soho,3560.4688182785835,4444,7530,1.6944194419441945,47.28%
377,YP,Thin Crust Medium Soho G-6,1361.5323065702,1774,2831.25,1.5959695603156707,48.09%
82,YP,Thin Crust Medium Spicy Crispy Chicken Solo 1,391.14153243525004,624,1050,1.6826923076923077,37.25%
1000746,YP,Thin Crust Medium Veggie,2923.632424388226,4571,8745,1.9131481076350907,33.43%
378,YP,Thin Crust Medium Veggie G-6,1060.1214525551463,1769,3142.5,1.7764273600904465,33.73%
249,YP,Thin Crust Peri Peri Ranch Chicken Solo 1,877.38098077023,1138,2328.75,2.0463532513181018,37.68%
2000073,YP,Thin Crust Ranch Supreme,1544.3358301618002,1918,2643.75,1.3783889468196038,58.41%
247,YP,Thin Crust Spicy Chipotle Bacon Solo 1,537.6607637559,642,1305,2.032710280373832,41.20%
248,YP,Thin Crust Spicy Honey Pepperoni Solo 1,1726.2924714403503,2527,4267.5,1.688761377127028,40.45%
1003016,YP,Truffle Ranch,4174.601461376667,18776,10316.400000000001,0.5494461014060503,40.47%
2000030,YP,Veggie Pizza (Thin - Pan - NY)Dummy,0,20442,3754.5499999999993,0.1836684277467958,0.00%
1001074,YP,Veggie Slice,0,24,24,1,0.00%
1004013,YP,WATER Yelo,315.74528542,9097,2274.25,0.25,13.88%
1321,YP,Wedges Couple Feast,30734.740698574005,140554,23170.999999999996,0.16485478890675467,132.64%
2000084,YP,Yelo 1.500 OFFER,0,5128,7692,1.5,0.00%
6004041,YP,Yelo 3.5KD Offer,0,3343,11700.5,3.5,0.00%
1001096,YP,Yelo exta cheese,543.7537872408501,2704,1352,0.5,40.22%
2000089,YP,Yelo Feast.,0,18094,122122.25,6.749322979993368,0.00%
1001122,YP,Yelo KETCHUP,1354.85289896,36406,2890.7999999999997,0.07940449376476404,46.87%
1003841,YP,Yelo Kinza Citrus,221.29043078000004,3572,321.84999999999997,0.09010358342665173,68.76%
1003836,YP,Yelo Kinza Cola,676.6477091099999,10923,1094.8000000000002,0.10022887485123136,61.81%
1003835,YP,Yelo Mountain Dew,1415.3769722099998,17185,4014.75,0.23361943555426243,35.25%
76,YP,Yelo Mountain Dew Group-1,614.6078170999999,7459,1661.0999999999997,0.2226974125217857,37.00%
