PROPLU,Clean Brand,PRONAME,Total Cost 6M,Total Qty 6M,Total Revenue 6M,Selling Price,FC Pct 6M
40002061,TBL,Veggies awesome bowls,0,3110,28.799999999999997,0.009260450160771703,0.00%
40002130,TBL,Whole Grilled Chicken Regular,15.326183447382238,15,63.75,4.25,24.04%
40002132,TBL,Whole Grilled Chicken Spicy,7.627762435553443,7,29.75,4.25,25.64%
40002084,TBL,Without Sauce,711.0576643740352,1483,4078.25,2.75,17.44%
40002095,TBL,Without Sauce,334.802335733312,651,1790.25,2.75,18.70%
40002099,TBL,Without Sauce,275.24429199287164,466,1444.5999999999997,3.099999999999999,19.05%
40002088,TBL,Without Sauce,821.8902741770438,924,3465,3.75,23.72%
40002019,TBL,Yogurt Salad,1638.8241621575,9034,9032,0.9997786141244188,18.14%
2000242,YP,1.5KD Pasta Deal,0,4548,6822,1.5,0.00%
2000236,YP,1.5KD Pizza Deal,0,24413,36619.5,1.5,0.00%
1001090,YP,10 piecess (BBQ Chicken Wings),3596.0447632058704,6173,16167.75,2.619107403207517,22.24%
1001089,YP,10 piecess (Buffalo Chicken Wings),9702.327248011576,14881,37740.54999999999,2.5361568442980973,25.71%
2000286,YP,2KD Deal Yelo,0,213,426,2,0.00%
1631,YP,2Long Pizza,0,8728,17540,2.0096241979835012,0.00%
6004040,YP,2Long Pizza+small Wedges+3garlic bread(3.5KD Deal),0,835,2922.5,3.5,0.00%
2000188,YP,3*3 VERSION 2,0,6,18,3,0.00%
2000086,YP,3.5 KD Deal(Dummy),0,6066,21231,3.5,0.00%
2000287,YP,3.5KD Square Pizza,0,2235,7822.5,3.5,0.00%
501,YP,3x3x3 - Good for 3,0,1488,19344,13,0.00%
6004042,YP,3x3x3 - Good for 3.,0,2536,32968,13,0.00%
851,YP,4 for 4,0,70137,481055.3999999999,6.858796355703835,0.00%
2000283,YP,4 For 4 Square ( Dummy ),0,5454,21816,4,0.00%
729,YP,4 pcs BBQ Wings All for One - Good for 1,121.93257696818384,539,269.5,0.5,45.24%
730,YP,4 pcs Buffalo Wings All for One-1,195.47122640265664,670,335,0.5,58.35%
720,YP,4 piecess BBQ Wings,647.6753082531866,2932,1624.9,0.5541950886766712,39.86%
721,YP,4 piecess Buffalo Wings,1099.4795232874242,3938,2167.7999999999997,0.5504824784154393,50.72%
1500,YP,5 FOR 5,1038.5080813,8297,66831,8.054839098469326,1.55%
1377,YP,5 for 5 ( NY Pizza ),0,10830,66063,6.1,0.00%
1378,YP,5 for 5 (Square Pizza),18.544333639999998,147,735,5,2.52%
1001091,YP,6 piecess (Cheesy Garlic Bread),7470.254693284002,10590,15519,1.4654390934844193,48.14%
1001093,YP,6 piecess (Pepperoni Garlic Bread),1876.5951426922004,2347,4107.25,1.75,45.69%
1004005,YP,7UP CAN Yelo,673.86844917,8200,3440.3999999999996,0.419560975609756,19.59%
12,YP,7UP CAN Yelo Solo-1,567.52569646,7041,1395.8,0.19823888652180088,40.66%
13,YP,7up Zero Sugar,257.30451153,3136,548.8,0.175,46.88%
1004018,YP,7-Up Zero Sugar,260.16625421,3163,1343.0500000000002,0.42461270945305096,19.37%
1005058,YP,Add chicken for pink pasta,52.35030279,600,150,0.25,34.90%
2000140,YP,Alfredo Pasta (Half Portion),12083.9115502193,22633,22803.3,1.0075244112578978,52.99%
7000927,YP,All for One - Good for  1,2632.2265755280005,21273,62755.350000000006,2.95,4.19%
701,YP,All for One - Good for 1,1068.80555983,16453,48536.35,2.9499999999999997,2.20%
1003013,YP,Bacon Ranch,5263.907458432888,18645,10261.800000000001,0.5503781174577635,51.30%
1002001,YP,Baked Potato Wedges FP,1421.7753534790002,4957,7187.650000000001,1.4500000000000002,19.78%
1001927,YP,BBQ Chicken Wings 6 pcs,6509.533052069008,17248,15032.550000000001,0.8715532235621521,43.30%
1001108,YP,BBQ Chicken Wings-2,6043.31347415869,16486,18316.35,1.11102450564115,32.99%
1002971,YP,BBQ Ranch Sauce,86.49090513,1534,460.2,0.3,18.79%
1002021,YP,BBQ Ranch Sauce-1,198.64920531,3479,1043.7,0.3,19.03%
1001110,YP,Buffalo Chicken Wings 6 PCS,9482.30810147365,27171,32206.2,1.185315225792205,29.44%
1005030,YP,Buffalo Chicken.,0,41857,7445.099999999999,0.17786989034092265,0.00%
1001932,YP,Buffalo Mac ‘n Cheese,5586.356871628959,10432,19928.4,1.9103144171779143,28.03%
1003015,YP,Buffalo Ranch,2764.31698164,14742,8162.700000000001,0.5537037037037037,33.87%
2000148,YP,Buy 1 Get 1 Free,0,572,2145,3.75,0.00%
822,YP,Buy 1 Get 1 Free 2,0,5095,19338.75,3.7956329735034346,0.00%
6004045,YP,Cajun Chicken Pasta - For one for All Combo,628.5697674199998,1048,3353.6,3.1999999999999997,18.74%
2163022,YP,Cajun Chicken Pasta (Full Portion),1747.5005123055696,2946,8101.5,2.75,21.57%
6004046,YP,Carbonara Pasta - For one for All Combo,204.28810145,318,1017.6,3.2,20.08%
2163021,YP,Carbonara Pasta (Full Portion),863.1351266677101,1360,3740,2.75,23.08%
2000300,YP,Cheesy Crust combo ( Dummy ),0,1774,8781.300000000001,4.95,0.00%
2000151,YP,Cheesy Jalapeno Medium New,0,144,661.15,4.591319444444444,0.00%
2000214,YP,Cheesy Jalapeno Medium New  (Dummy ),0,940,4307.25,4.58218085106383,0.00%
2000152,YP,Cheesy Medium New,0,4928,22028.5,4.4700689935064934,0.00%
1002002,YP,Chicken Wings,11327.840816192493,31404,27333.149999999998,0.8703716087122659,41.44%
1006007,YP,Chilli Flakes,596.3946784332713,18084,2708.4,0.14976775049767752,22.02%
1003844,YP,Classic Crispy Chicken,0,16607,3101.1499999999996,0.18673752032275545,0.00%
1001930,YP,Cookie For Yelo,3157.7729632900005,16374,12006.250000000002,0.7332508855502627,26.30%
1001112,YP,Cookie For Yelo-1,38.95053427,194,164.9,0.85,23.62%
1002023,YP,Cool Ranch Sauce-1,1036.04551724,18623,5586.900000000001,0.30000000000000004,18.54%
2002920,YP,Cool Ranch Veggie Pizza (Dummy),0,1208,2416,2,0.00%
1309,YP,COUPLE FEAST,0,257,1156.5,4.5,0.00%
751,YP,Duo Combo,0,897,3543.1500000000005,3.9500000000000006,0.00%
1005033,YP,Duo Combo (Dummy,0,112,442.40000000000003,3.95,0.00%
999,YP,El Clasico - Barcelona,161.6723142957,132,1630.2000000000003,12.350000000000001,9.92%
998,YP,El Clasico - Real Madrid,139.5405759817,114,1407.8999999999999,12.35,9.91%
1001072,YP,Everything Slice,0,9,11.25,1.25,0.00%
1006001,YP,Extra Bacon,658.2311490178248,1981,990.5,0.5,66.45%
1006018,YP,Extra Black Olives,68.45111971178076,1378,689,0.5,9.93%
1006010,YP,Extra Buffalo Chicken,100.95030289729999,964,482,0.5,20.94%
1001104,YP,Extra Chili Flakes,12.891747438121431,566,56.6,0.1,22.78%
1006013,YP,Extra Green Capsicum,13.36556964225,458,229,0.5,5.84%
1006016,YP,Extra Meat Balls,55.30146709949999,952,476,0.5,11.62%
1006017,YP,Extra Mushroom,110.65621602205,1706,853,0.5,12.97%
1006005,YP,Extra Onion,4.230792336573333,798,399,0.5,1.06%
1006002,YP,Extra Pepperoni,1619.3298576450804,8312,4156,0.5,38.96%
1006014,YP,Extra Red Capsicum,7.475122795550001,156,78,0.5,9.58%
1006004,YP,Extra Shredded Mozzarella Cheese,206.66860160135,1028,514,0.5,40.21%
1001099,YP,Extra Yelo Green Capsicum,0.36804518466,19,9.5,0.5,3.87%
1001102,YP,Extra Yelo Jalapeno,44.314534779000006,1446,723,0.5,6.13%
1001103,YP,Extra Yelo Mushroom,0.02464216185,1,0.5,0.5,4.93%
1001101,YP,Extra Yelo olive,8.25405636115,369,184.5,0.5,4.47%
2000161,YP,Family 450g Baked Wedges-V1,525.4767862405,1015,103.35000000000002,0.10182266009852219,508.44%
1002004,YP,Garlic Bread,1553.6145122613334,9440,11466.5,1.2146716101694914,13.55%
1002010,YP,Garlic bread FMCG,10665.45971955,21536,39513.4,1.8347604011887073,26.99%
1001114,YP,Garlic Bread-1,2275.6048741556,13762,17797.3,1.2932204621421304,12.79%
2000155,YP,Group 1 - Good for 1,0,481,2645.5,5.5,0.00%
77,YP,Group 1 - Good for 2,0,5273,29001.5,5.5,0.00%
117,YP,Group 2 - Good for 2-3,0,3735,20542.5,5.5,0.00%
1005036,YP,Group 2 - Good for 2-3.,0,11272,61996,5.5,0.00%
151,YP,Group 3 - Good for 3-4,0,3616,23504,6.5,0.00%
201,YP,Group 4 - Good for 3,0,3744,22256,5.944444444444445,0.00%
1005038,YP,Group 4 - Good for 3 (Dummy,0,9339,60703.5,6.5,0.00%
351,YP,Group 6 - Good for 3-4,0,4071,28293.449999999997,6.949999999999999,0.00%
1005039,YP,Group 6 - Good for 3-4.,0,9609,66782.54999999999,6.949999999999998,0.00%
401,YP,Group 7 - Good for 2,0,1276,7592.200000000001,5.95,0.00%
1005040,YP,Group 7 - Good for 2.,0,3547,21104.649999999994,5.949999999999998,0.00%
2000902,YP,Half Large NY Supreme (Everything),1111.9250984083515,1820,1458.25,0.8012362637362638,76.25%
1003014,YP,Honey Mustard Ranch,3478.3201444500005,17759,9803.9,0.5520524804324568,35.48%
1630,YP,HOT WHEELS™ Kids' Meal chicken Chunk,1787.5904231200004,5003,9255.55,1.8499999999999999,19.31%
1626,YP,HOT WHEELS™ Kids' Meal Margarita,1547.3599277209,17423,26134.5,1.5,5.92%
1629,YP,HOT WHEELS™ Kids' Meal Pepperoni,632.6215462264001,7207,10810.5,1.5,5.85%
2000233,YP,HOT WHEELS™ Kids' Pan Meal Margherita Pizza,1814.8414184251399,11953,17773.5,1.4869488831255753,10.21%
89,YP,Kinza Citrus Solo 1 - Good For 1,152.28030925,2422,209.3,0.08641618497109826,72.76%
87,YP,Kinza Cola Solo 1 - Good For 1,369.31205916,5912,588.35,0.09951792963464141,62.77%
1003837,YP,Kinza Diet Cola,510.16955635,8253,737.1,0.08931297709923665,69.21%
88,YP,Kinza Diet Cola Solo 1 - Good For 1,314.74453624,5036,458.8499999999999,0.09111397934868942,68.59%
1003838,YP,Kinza Diet Lemon,135.18964508,2139,831.3499999999999,0.3886629266012155,16.26%
1003840,YP,Kinza Lemon,70.685365,1125,488.15000000000003,0.43391111111111114,14.48%
1003839,YP,Kinza Orange,111.59681639,1801,182.70000000000002,0.1014436424208773,61.08%
90,YP,Kinza Orange Solo 1 - Good For 1,60.536308619999986,960,98.35000000000004,0.10244791666666671,61.55%
1001095,YP,Large,9891.96351633975,18540,36153,1.95,27.36%
1003011,YP,Large BBQ Ranch,2385.04063426,13924,5768.4000000000015,0.41427750646365996,41.35%
1003009,YP,Large Cool Ranch,6536.862345323499,36263,19828.600000000002,0.5467997683589334,32.97%
1002028,YP,Large Cool Ranch Drizzle,3.3341813335999997,102,30.6,0.3,10.90%
1002026,YP,Large Ghost Pepper Drizzle,0.39892823,10,2.9999999999999996,0.29999999999999993,13.30%
2000905,YP,Large Half and Half,0,6938,34343.1,4.95,0.00%
1002030,YP,Large Ketchup Drizzle,0.4534119239,23,6.899999999999999,0.29999999999999993,6.57%
2000213,YP,Large NY Alfredo  Chicken Pizza,1560.6201496813894,1287,2897.25,2.251165501165501,53.87%
2000146,YP,Large NY Alfredo Pizza,104.6180850698093,115,361,3.139130434782609,28.98%
1001929,YP,Loaded Wedges,8196.539101492439,17433,32251.050000000003,1.85,25.41%
1001116,YP,Loaded Wedges-1,132.9794531385,274,506.90000000000003,1.85,26.23%
1492,YP,Long Pizza & Drink,340.00580678000006,9597,19194,2,1.77%
1493,YP,Long Pizza & Garlic Bread,1761.5685907382997,10930,21860,2,8.06%
1491,YP,Long Pizza & Wedges,5381.800346581,35774,71548,2,7.52%
2000284,YP,Long Pizza ( Dummy ),0,53,106,2,0.00%
1001931,YP,Mac ‘n Cheese,9679.3700263833,22781,41328.45,1.8141631183881304,23.42%
2000027,YP,Margherita Pizza (Thin - Pan - NY)Dummy,0,95624,17580.7,0.18385238015560948,0.00%
1001057,YP,Margherita Slice,140.01589115543553,1103,1103,1,12.69%
1000747,YP,Meat Lovers,0,9969,3290.4999999999995,0.33007322700371144,0.00%
1001105,YP,Medium Baked Wedges,11781.40422148027,43403,43063.950000000004,0.9921883279957607,27.36%
2000138,YP,Medium Cheesy Crust  Pepperoni,663.1099838118502,576,1921.15,3.335329861111111,34.52%
2000215,YP,Medium Cheesy Crust  Pepperoni pizza,1341.2059269817498,1159,1635.6,1.4112165660051768,82.00%
2000098,YP,Medium Cheesy Crust Buffalo Chicken,260.09077389925,249,134.25,0.5391566265060241,193.74%
2000145,YP,Medium Cheesy Crust Chicken Alfredo,87.57763976689368,75,56.25,0.75,155.69%
2000139,YP,Medium Cheesy Crust Classic Crispy Chicken,95.87467950559999,92,54.75,0.595108695652174,175.11%
2000101,YP,Medium Cheesy Crust Classic Pepperoni Pizza,3511.1285431768674,3191,231,0.07239109996866186,1519.97%
2000103,YP,Medium Cheesy Crust Margherita Pizza,3343.6657008796997,3517,200.25,0.056937731020756326,1669.75%
2000104,YP,Medium Cheesy Crust Meat Lovers,142.66767992313,125,59.25,0.474,240.79%
2000108,YP,Medium Cheesy Crust Mushroom Truffle,144.56926703035,136,54.75,0.4025735294117647,264.05%
2000109,YP,Medium Cheesy Crust Peri Peri Ranch Chicken,115.45829701279999,98,58.5,0.5969387755102041,197.36%
2000112,YP,Medium Cheesy Crust Pesto Pizza,153.59050273761002,150,19.5,0.13,787.64%
2000113,YP,Medium Cheesy Crust Ranch Supreme,105.06743404980001,91,52.5,0.5769230769230769,200.13%
2000115,YP,Medium Cheesy Crust Soho Pizza,895.9610748176,733,53.25,0.07264665757162346,1682.56%
2000116,YP,Medium Cheesy Crust Spicy Chipotle Bacon,62.04786126380001,48,27,0.5625,229.81%
2000118,YP,Medium Cheesy Crust Spicy Crispy Chicken,44.8522105586,42,23.25,0.5535714285714286,192.91%
2000134,YP,Medium Cheesy Crust Spicy Honey Pepperoni,160.74571230408003,144,70.5,0.4895833333333333,228.01%
2000135,YP,Medium Cheesy Crust Supreme Everything,194.18326720985002,173,83.25,0.48121387283236994,233.25%
2000137,YP,Medium Cheesy Crust Veggie Pizza,667.5472724884501,623,51.75,0.08306581059390049,1289.95%
2000099,YP,Medium Cheesy Jalapeno Crust  Pepperoni,41.26466976185,35,14.449999999999998,0.4128571428571428,285.57%
2000133,YP,Medium Cheesy Jalapeno Crust Buffalo Chicken,57.40252871007001,53,26.350000000000016,0.497169811320755,217.85%
2000222,YP,Medium Cheesy Jalapeno Crust Buffalo Chicken Pizza,156.23824603564,138,1.1,0.007971014492753625,14203.48%
2000143,YP,Medium Cheesy Jalapeno Crust Chicken Alfredo,13.183505376638731,11,9.349999999999998,0.8499999999999998,141.00%
2000208,YP,Medium Cheesy Jalapeno Crust Chicken Alfredo-S1,1.28826219,1,0.1,0.1,1288.26%
2000272,YP,Medium Cheesy Jalapeno Crust Classic  Pepperoni Pizza-S1,204.81532371481669,177,1.6000000000000003,0.009039548022598872,12800.96%
2000132,YP,Medium Cheesy Jalapeno Crust Classic Crispy Chicken,5.5609734011,5,4.25,0.85,130.85%
2000231,YP,Medium Cheesy Jalapeno Crust Classic Crispy Chicken Pizza,15.6418434968,14,0.2,0.014285714285714287,7820.92%
2000131,YP,Medium Cheesy Jalapeno Crust Classic pepperoni Pizza,59.213971311950004,53,28.9,0.5452830188679245,204.89%
2000129,YP,Medium Cheesy Jalapeno Crust Margherita Pizza,669.51869122449,676,26.150000000000002,0.038683431952662724,2560.30%
2000127,YP,Medium Cheesy Jalapeno Crust Meat Lovers,24.75502695787,21,16.15,0.769047619047619,153.28%
2000229,YP,Medium Cheesy Jalapeno Crust Meat Lovers Pizza,18.10723625584,15,0.2,0.013333333333333334,9053.62%
2000126,YP,Medium Cheesy Jalapeno Crust Mushroom Truffle,18.733177519450003,17,8.499999999999998,0.4999999999999999,220.39%
2000230,YP,Medium Cheesy Jalapeno Crust Mushroom Truffle  Pizza,36.354756142629995,31,0.4,0.012903225806451613,9088.69%
2000226,YP,Medium Cheesy Jalapeno Crust Pepperoni Pizza,25.2084595818,21,0.1,0.004761904761904762,25208.46%
2000125,YP,Medium Cheesy Jalapeno Crust Peri Peri Ranch Chicken,25.438603994710007,21,12.749999999999998,0.6071428571428571,199.52%
2000225,YP,Medium Cheesy Jalapeno Crust Peri Peri Ranch Chicken Pizza,104.47612927866,82,0.7,0.008536585365853657,14925.16%
2000124,YP,Medium Cheesy Jalapeno Crust Pesto Pizza,8.45667227107,8,3.4,0.425,248.73%
2000123,YP,Medium Cheesy Jalapeno Crust Ranch Supreme,11.93230829635,10,5.949999999999999,0.595,200.54%
2000227,YP,Medium Cheesy Jalapeno Crust Ranch Supreme Pizza,23.6560386081,19,0.2,0.010526315789473684,11828.02%
2000121,YP,Medium Cheesy Jalapeno Crust Soho Pizza,269.5101970629,214,27.600000000000005,0.12897196261682245,976.49%
2000120,YP,Medium Cheesy Jalapeno Crust Spicy Chipotle Bacon,42.28124581575,32,10.2,0.31875,414.52%
2000270,YP,Medium Cheesy Jalapeno Crust Spicy Chipotle Bacon piza,16.0066789427,12,0.4,0.03333333333333333,4001.67%
2000119,YP,Medium Cheesy Jalapeno Crust Spicy Crispy Chicken,22.081084431049998,20,14.449999999999998,0.7224999999999999,152.81%
2000224,YP,Medium Cheesy Jalapeno Crust Spicy Crispy Chicken Pizza,54.886289494799996,48,0.7,0.014583333333333332,7840.90%
2000117,YP,Medium Cheesy Jalapeno Crust Spicy Honey Pepperoni,69.69289667279,60,34.85,0.5808333333333333,199.98%
2000221,YP,Medium Cheesy Jalapeno Crust Spicy Honey Pepperoni  Pizza,168.2649161199,140,0.9999999999999999,0.007142857142857142,16826.49%
2000111,YP,Medium Cheesy Jalapeno Crust Supreme Everything,29.012510353200003,25,12.749999999999996,0.5099999999999999,227.55%
2000223,YP,Medium Cheesy Jalapeno Crust Supreme Everything Pizza,146.0638201323,120,0.7999999999999999,0.006666666666666666,18257.98%
2000105,YP,Medium Cheesy Jalapeno Crust Veggie Pizza,181.74478398526668,164,13.049999999999999,0.0795731707317073,1392.68%
1002029,YP,Medium Cool Ranch Drizzle,8.8996226696,406,81.74999999999999,0.20135467980295563,10.89%
1002027,YP,Medium Ghost Pepper Drizzle,2.1996962558,83,16.6,0.2,13.25%
2000899,YP,Medium Half and Half,680.1087305933335,8511,33618.45,3.9499999999999997,2.02%
1002031,YP,Medium Ketchup Drizzle,0.4262709568,32,6.450000000000001,0.20156250000000003,6.61%
2000176,YP,Medium NY Alfredo,3.3589911404966544,5,18.75,3.75,17.91%
2,YP,Medium NY Buffalo Chicken Solo-1,12011.323256614658,21229,9611.25,0.4527415328088935,124.97%
3,YP,Medium NY Everything Solo-1,5338.4063322812535,8339,382.5,0.04586880920973738,1395.66%
4,YP,Medium NY Margherita Solo-1,18345.977245143007,41015,16327.5,0.3980860660733878,112.36%
5,YP,Medium NY Pepperoni Solo-1,12438.080663138062,18726,10267.5,0.5483018263377123,121.14%
6,YP,Medium NY Pesto Solo-1,2139.410965356867,4067,1098.75,0.270162281780182,194.71%
7,YP,Medium NY Soho Solo-1,8156.361222734833,11335,6183.75,0.5455447728275253,131.90%
8,YP,Medium NY Veggie Solo-1,4119.510235076631,7485,2505,0.3346693386773547,164.45%
73,YP,Mineral Water Group-1,351.36514814000003,10124,1102.25,0.10887495061240617,31.88%
18,YP,MIRINDA CAN Solo-1,213.95796546,2691,549.85,0.20432924563359348,38.91%
1004009,YP,MIRINDA CAN Yelo,280.22025618000004,3419,1445.15,0.4226820707809301,19.39%
2000085,YP,Mushroom Truffle.,0,8910,3747.6499999999996,0.4206116722783389,0.00%
1001028,YP,New York Large (Classic) 8,14470.849675404848,10990,33006.75,3.003343949044586,43.84%
2000896,YP,New York Large (Classic) Classic Crispy Chicken,1100.2071319501836,1087,3142.25,2.890754369825207,35.01%
2000897,YP,New York Large Spicy Crispy Chicken,651.28722898705,628,1822,2.9012738853503186,35.75%
1001038,YP,New York Medium (Classic) 18,15802.310522019654,25927,23745,0.9158406294596366,66.55%
1001039,YP,New York Medium (Classic) 2,7583.553631980034,10990,10278.75,0.9352820746132848,73.78%
1001040,YP,New York Medium (Classic) 3,22045.315775228162,47642,39857.8,0.8366105537131103,55.31%
1001041,YP,New York Medium (Classic) 4,5383.024362693939,7946,24262.5,3.0534231059652654,22.19%
1001043,YP,New York Medium (Classic) 6,5711.365222918799,9910,7312.5,0.737891019172553,78.10%
2000071,YP,New York Medium (Classic) 7,7356.530903929864,10438,2568.75,0.24609599540141788,286.39%
1001058,YP,New York Medium (Classic) 7,2556.2972336958064,4623,3142.5,0.6797534068786503,81.35%
1001042,YP,New York Medium (Classic) 8,9424.521046023905,12730,14865,1.1677140612725845,63.40%
2000142,YP,New York Medium (Classic) 9,8871.213494630389,12282,5017.5,0.40852467024914507,176.81%
2000893,YP,New York Medium (Classic) Classic Crispy Chicken,4647.453265048936,8329,5647.5,0.6780525873454196,82.29%
2000894,YP,New York Medium Spicy Crispy Chicken,2789.87169918141,4788,3142.5,0.656328320802005,88.78%
1001025,YP,NY Buffalo Chicken,3650.6582770110595,4133,13686.75,3.311577546576337,26.67%
52,YP,NY Buffalo Chicken Group-1,1197.95481392287,1353,5011.25,3.7038063562453805,23.91%
1001026,YP,NY Everything,3234.8951619393997,2619,8279.75,3.1614165712103857,39.07%
53,YP,NY Everything Group-1,243.708448605,206,275.5,1.337378640776699,88.46%
2000003,YP,NY Large ( Classic Pepperoni),1152.1977449936,1080,5130,4.75,22.46%
84,YP,NY Large Classic Crispy Chicken G-1,319.42176343654995,330,1154.25,3.4977272727272726,27.67%
1000735,YP,NY Large Meat Lovers,1006.08804305021,815,1894,2.323926380368098,53.12%
78,YP,NY Large MeatLover  Group 1 - Good for 2,269.17684500546,223,783.75,3.5145739910313902,34.34%
2000074,YP,NY Large Ranch Supreme,1104.9676114266,861,2203.5,2.559233449477352,50.15%
85,YP,NY Large Spicy Crispy Chicken G-1,188.2833289608,188,655.5,3.4867021276595747,28.72%
2000175,YP,Ny LARGE Truffle Pizza,60.89447823094001,68,18,0.2647058823529412,338.30%
2000022,YP,NY LRG (Classic) Peri Peri Ranch Chicken Pizza,1846.4210893705006,1430,3563.75,2.492132867132867,51.81%
2000014,YP,NY LRG (Classic) Spicy Chipotle Bacon Pizza,1269.3432360448833,887,2356.75,2.656989853438557,53.86%
2000018,YP,NY LRG (Classic) Spicy Honey Pepperoni Pizza,4474.9762072909325,3653,9641.25,2.6392690938954284,46.41%
1001027,YP,NY Margherita,10184.644557295745,11964,34264.75,2.863987796723504,29.72%
54,YP,NY Margherita Group-1,3205.0685470440994,3922,12303.75,3.137111167771545,26.05%
2000021,YP,NY Med (Classic) Peri Peri Ranch Chicken,7119.257723723683,9430,3585,0.38016967126193,198.58%
2000013,YP,NY Med (Classic) Spicy Chipotle Bacon Piz,3443.03194289699,4283,2096.25,0.4894349754844735,164.25%
2000017,YP,NY Med (Classic) Spicy Honey Pepperoni Pizza,9432.024401620365,14479,8572.5,0.5920643690862628,110.03%
2000002,YP,NY Medium ( Classic Pepperoni),39405.144532036706,66980,27048.75,0.4038332338011347,145.68%
47,YP,NY Medium Classic Crispy Chicken Solo 1,5804.665372277993,10312,2561.25,0.2483756788207913,226.63%
879,YP,NY Medium Classic Pepperoni 4 for 4,47241.493703331485,77893,16375.1,0.21022556584031943,288.50%
1000736,YP,NY Medium Meat Lovers,3945.49233971828,5898,3075,0.5213631739572736,128.31%
1424,YP,Ny Medium Peri Peri Ranch Chicken 5 For 5 ( Ny Piz),10041.408857950088,14027,1725,0.12297711556284309,582.11%
1422,YP,Ny Medium Spicy Chipotle Bacon 5 For 5 ( Ny Pizza),4677.679656131941,5917,1046.25,0.17682102416765252,447.09%
1423,YP,NY Medium Spicy Honey Pepperoni 5 For 5 ( Ny Pizza),8685.70086227284,13614,4072.5,0.29914059056853237,213.28%
2000076,YP,Ny Medium Truffle Pizza,11898.783114820018,20062,13602.25,0.6780106669325092,87.48%
55,YP,NY Pepperoni Group-1,4927.7361057094995,3925,13694.25,3.4889808917197453,35.98%
1001006,YP,NY Pesto,637.6080644856701,664,1971.5,2.9691265060240966,32.34%
58,YP,NY Pesto Group-1,184.85123145493998,213,788.5,3.7018779342723005,23.44%
1001029,YP,NY Soho,6182.378768463133,4060,15269.9,3.7610591133004925,40.49%
56,YP,NY Soho Group-1,2452.7015899808002,1653,5613.299999999999,3.3958257713248634,43.69%
1001030,YP,NY Veggie,1378.7202173287142,1296,4260,3.287037037037037,32.36%
57,YP,NY Veggie Group-1,526.1318934898,523,1904.75,3.6419694072657744,27.62%
48,YP,NY  Medium Spicy Crispy Chicken Solo 1,3035.2195755418866,5170,1083.75,0.2096228239845261,280.07%
1506,YP,One for All,0,14892,102139.79999999997,6.858702659145848,0.00%
1005045,YP,One for All.,0,30852,242215.39999999997,7.85088162841955,0.00%
28,YP,Pan Buffalo Chicken Solo-1,2182.2417719515092,3594,1987.5,0.5530050083472454,109.80%
29,YP,Pan Everything Solo-1,912.9346340770163,1314,131.25,0.09988584474885845,695.57%
30,YP,Pan Margherita Solo-1,4311.24468602867,7684,3727.5,0.4850989068193649,115.66%
2000160,YP,Pan Medium 15,3791.8412239928093,5148,2692.5,0.5230186480186481,140.83%
609,YP,Pan Medium 17,787.2306474328999,632,798.75,1.2638449367088607,98.56%
100001,YP,Pan Medium Buffalo Chicken Pizza,4650.005767339238,7326,4672.5,0.6377968877968878,99.52%
2000890,YP,Pan Medium Classic Crispy Chicken,1764.1651677460168,2933,2047.5,0.698090692124105,86.16%
50,YP,Pan Medium Classic Crispy Chicken Solo 1,1067.85060877881,1747,828.75,0.47438465941614194,128.85%
100002,YP,Pan Medium Everything Pizza,3134.354330487036,4274,3405,0.7966775854000936,92.05%
100004,YP,Pan Medium Margherita Pizza,8472.25115920608,15046,10143,0.6741326598431476,83.53%
1000737,YP,Pan Medium Meat Lovers,1386.8365879561431,1842,903.75,0.49063517915309446,153.45%
119,YP,Pan Medium MeatLover  Group 2 - Good for 2-3,220.70570807,253,25.3,0.1,872.35%
37,YP,Pan Medium MeatLover  Solo 1 - Good for 1,471.13817716008003,591,266.25,0.45050761421319796,176.95%
100007,YP,Pan Medium Pepperoni Pizza,8444.059124620739,13907,7893.75,0.5676098367728482,106.97%
2000020,YP,Pan Medium Peri Peri Ranch Chicken Pizza,3154.63115396419,3977,2257.5,0.5676389238119185,139.74%
100005,YP,Pan Medium Pesto Pizza,509.80748458592,883,532.5,0.6030577576443941,95.74%
1000730,YP,Pan Medium Soho Pizza,1294.84974645631,1655,1511.25,0.9131419939577039,85.68%
2000012,YP,Pan Medium Spicy Chipotle Bacon Pizza,960.41383207584,1143,682.5,0.5971128608923885,140.72%
2000891,YP,Pan Medium Spicy Crispy Chicken,1242.11683924088,1990,1110,0.5577889447236181,111.90%
79,YP,Pan Medium Spicy Crispy Chicken Solo 1,647.5991699856169,1020,408.75,0.4007352941176471,158.43%
2000016,YP,Pan Medium Spicy Honey Pepperoni Pizza,2362.6942940925,3446,2433.75,0.70625362739408,97.08%
100003,YP,Pan Medium Veggie Pizza,2159.986490783957,3501,1976.25,0.5644815766923736,109.30%
464,YP,Pan Pepperoni 2x2x2,4080.9738039683803,6713,9892,1.4735587665723224,41.26%
264,YP,Pan Pepperoni S-2,3572.0421259717064,5881,2910,0.4948138071756504,122.75%
246,YP,Pan Peri Peri Ranch Chicken Solo 1,1667.2726682045202,2254,1098.75,0.4874667258207631,151.74%
33,YP,Pan Pesto Solo-1,301.79520672544,526,240,0.45627376425855515,125.75%
2000072,YP,Pan Ranch Supreme,2647.9694973434503,3505,993.75,0.2835235378031384,266.46%
